"depth","gqr"
6755,0.9208214364155501
6765,0.9250416519412329
6788.5,0.93586640288607
6767.5,0.9370353456936706
6694.75,0.948728204117821
6765.5,0.9494853676636661
6779.75,0.955632707774799
6800.75,0.9676664890783164
6766.5,0.9797411682406435
6728,0.9858939968550551
